,len of url,no of dots,security sensitive words,no of hyphens in dom,dir_len,no of subdir,domain len,domain token count,path token count,ip present,largest domain_tok_len,avg_dom_token_len,largest path token length,avg path token length,suspicious tld,len_of_file,total dots in file,total delims in file,len_of_argument,no_of_variables,len_of_largest_variable_val,max_no_of_argum_delims,create_age(months),expiry_age(months),update_age(days),zipcode,URL,Label
5929,26,1,0,0,10,1,12,2,1,0,8,5.5,8,8,0,4,0,0,0,0,0,0,3,9,27,-1,http://uwasaleh.org/document/gtex,1
5930,66,5,0,0,21,3,21,3,3,0,13,6.333333333,8,5.666666667,0,24,3,0,0,0,0,0,16,8,161,-1,http://www.stylelikeours.com/skin/frontend/style/abd1e982fb70f68eaad07...,1
5931,66,5,0,0,41,2,21,3,2,0,13,6.333333333,32,19,0,4,3,0,0,0,0,0,3,9,56,-1,http://www.salintoshourt.com/wp-boa/e31003deee84a1be835564c8b865ae41/c...,1
5933,17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,237,3,372,-1,http://www.micheles.com/,0
5934,14,2,0,0,1,0,13,3,0,0,5,3.666666667,0,0,0,0,0,0,0,0,0,0,204,12,43,-1,http://www.zawya.com/,0
5935,46,5,0,0,28,3,15,3,3,0,7,4.333333333,11,8,0,3,3,0,0,0,0,0,7,5,228,98083,http://www.haflaat.com/wp-includes/SimplePie/Data/...,1
5936,28,3,0,0,7,2,19,4,2,0,8,4,2,2,0,2,0,0,0,0,0,0,152,4,-1,-1,http://www.standard.com.sg/dr/dr/dr,1
5937,22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,240,24,1818,-1,http://www.zeetelevision.com/,0
5938,19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,157,23,403,-1,http://www.bellalucce.com/,0
5939,35,2,0,0,5,1,21,2,1,0,18,10,3,3,0,9,1,0,0,0,0,0,-1,-1,-1,-1,http://budowlaneprzeglady.pl/aol/index.htm,1
5940,21,1,0,0,1,0,20,2,0,0,16,9.5,0,0,0,0,0,0,0,0,0,0,186,8,190,-1,http://perfumepurveyors.com/,0
5941,33,2,0,0,11,1,22,3,1,0,10,6.666666667,9,9,0,0,0,0,0,0,0,0,31,5,24,-1,http://dropbox.wdecisions.com/download=/,1
5942,27,2,0,0,1,0,26,3,0,0,18,8,0,0,0,0,0,0,0,0,0,0,75,9,94,-1,http://www.blackriverroasters.com/,0
5944,18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,85,11,50,-1,http://www.kbcsilver.com/,0
5945,66,5,0,0,20,3,13,3,3,0,6,3.666666667,7,5.333333333,1,33,3,0,0,0,0,0,-1,-1,-1,-1,http://www.yumero.tk/arc/lendin/SMILING/c226abb36c83d18cb7425c810b46bb...,1
5946,28,2,0,0,9,2,16,3,2,0,9,4.666666667,3,3,0,3,0,0,0,0,0,0,-1,-1,-1,-1,http://sonarcpap.com.br/bab/aos/aos,1
5949,17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,172,20,1222,-1,http://www.nutrolls.com/,0
5950,34,1,0,1,1,0,33,2,0,0,30,16,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,http://sicherheitssystem-hilfeservice.gq/,1
5951,66,6,0,0,38,5,23,4,5,0,12,5,10,6.4,0,5,3,0,0,0,0,0,-1,-1,-1,-1,http://www.kramerdecora.com.br/downloader/skin/images/docusign/view/Si...,1
5953,21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,156,12,14,0,http://www.rochellerose.com/,0
5954,32,2,0,0,10,2,15,2,2,0,11,7,5,3.5,0,7,1,0,0,0,0,0,20,4,616,-1,http://jacobsports.com/js/chuks/aol.htm,1
5955,33,3,0,0,1,0,22,3,0,0,11,6.666666667,0,0,0,10,1,0,0,0,0,0,263,1,269,-1,http://tommymackay.tripod.com/grid1.html,0
5956,33,2,0,3,1,0,32,3,0,0,22,10,0,0,0,0,0,0,0,0,0,0,128,18,95,22761,http://adresse-e-mail-bluewin.jimdo.com/,1
5958,66,8,0,0,47,4,12,2,4,0,9,5.5,13,10.5,0,7,3,0,0,0,0,0,-1,13,-1,100074,http://redriding.in/errors/Declaration/ID-BP.FR.ASPx/ID-BP.FR.ASP/c95a...,1
5959,66,8,1,1,14,2,49,6,2,0,14,7.333333333,6,5.5,0,3,3,0,0,0,0,0,27,9,147,0,http://appleid.apple.co.5aleha-tesady.bulletproofseo.com/Apple/signin/...,1
5960,20,1,0,0,6,1,14,2,1,0,10,6.5,4,4,0,0,0,0,0,0,0,0,3,9,100,-1,http://mshippingc.com/deek/,1
5961,18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,208,56,1165,-1,http://www.4cheaptix.com/,0
5962,21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,199,5,231,65218,http://www.sinotradenet.com/,0
5963,61,8,1,1,17,3,31,5,3,0,10,5.4,7,4.333333333,0,13,4,0,0,0,0,0,226,14,8,85016,http://secure.square.login-seey.usa.cc/account/app/svc/login.html...,1
5964,22,2,0,1,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,162,30,190,-1,http://www.sleeping-lion.net/,0
5965,33,2,0,0,1,0,32,3,0,0,24,10,0,0,0,0,0,0,0,0,0,0,124,8,123,-1,http://www.natashashealthnutcookies.com/,0
5968,49,3,0,0,28,4,21,4,4,0,10,4.5,9,5.75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.cs.washington.edu/education/courses/322/06sp/,0
5969,43,6,0,0,11,1,23,3,1,0,16,7,9,9,0,9,4,0,0,0,0,0,-1,-1,-1,-1,http://claspeducacional.com.br/custormer/All.DM...,1
5971,40,3,0,0,19,2,21,4,2,0,6,4.5,11,8,0,0,0,0,0,0,0,0,259,77,353,94089,http://tech.groups.yahoo.com/group/theory-edge/,0
5972,66,6,0,0,1,0,61,4,0,0,51,14.5,0,0,0,4,3,0,0,0,0,0,-1,-1,-1,-1,http://www.etlsalat009cleaner87263sihn927refacc7375vrfyc0de378.me.ht/i...,1
5974,52,6,1,0,14,2,21,3,2,0,13,6.333333333,6,5.5,0,17,4,1,0,0,0,0,114,6,223,-1,http://www.avestaexports.com/verify/adobe/pdf-login.html...,1
5976,22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,81,3,264,-1,http://www.themeanpigbbq.com/,0
5978,19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,173,7,937,-1,http://www.tributetea.com/,0
5979,63,6,0,0,9,1,19,4,1,0,8,4,7,7,0,35,3,0,0,0,0,0,-1,-1,-1,-1,http://www.foodlove.com.au/wp-mail/7a2676a76a144ef10889d1b9458a4b52...,1
5980,15,2,0,0,1,0,14,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,197,7,142,16,http://www.mendas.com/,0
5981,65,6,1,0,13,2,22,3,2,0,14,6.666666667,8,5,0,30,4,0,0,0,0,0,33,3,262,-1,http://www.theplantgrower.com/download/11/UpdateSecurityQuestions.htm...,1
5982,14,3,0,0,1,0,13,4,0,0,3,2.5,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.sdk.co.jp/,0
5983,65,7,0,0,36,3,23,3,3,0,9,7,20,10.66666667,0,6,3,0,0,0,0,0,166,98,395,77092,https://gator2013.hostgator.com/~sefinfo/zimbra.mobilefree.fr/mail/zim...,1
5984,56,9,1,0,17,3,26,6,3,0,6,3.5,7,4.333333333,0,13,4,0,0,0,0,0,226,14,213,-1,http://hiroba.dqx.jp.ixczl.usa.cc/account/app/svc/login.html...,1
5985,66,5,0,0,28,4,13,3,4,0,6,3.666666667,7,5.75,0,25,3,0,0,0,0,0,-1,-1,-1,-1,http://adicon.com.cn/images/qkfiles/201507/Home/c6e748e14e9ef8201dc445...,1
5988,26,2,0,0,10,1,16,3,1,0,8,4.666666667,8,8,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.bluffton.edu/lionlamb/,0
5989,18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,227,25,29,94104,http://www.milibrary.org/,0
5990,21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,188,28,275,-1,http://www.phenosystems.com/,0
5991,22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,218,9,437,-1,http://www.settlersindia.com/,0
5992,57,6,0,2,26,5,20,3,5,0,13,6,6,4,0,11,4,0,0,0,0,0,-1,-1,-1,-1,https://www.el-unico-shop.ro/js/lib/updat/file/ghx333/send.php...,1
5993,13,2,0,0,1,0,12,3,0,0,4,3.333333333,0,0,0,0,0,0,0,0,0,0,209,103,212,-1,http://www.nwmp.com/,0
5994,23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,233,31,884,-1,http://www.boyceequipment.com/,0
5995,66,7,0,0,26,4,32,4,4,0,21,7.25,11,5.25,0,8,4,0,0,0,0,0,-1,-1,-1,-1,http://www.preamargestaocosteira.com.br/wp-includes/js/jquery/ui/www.u...,1
5996,25,2,0,0,1,0,24,3,0,0,16,7.333333333,0,0,0,0,0,0,0,0,0,0,145,11,47,-1,http://www.bathandbodybliss.com/,0
5997,66,4,0,0,32,4,15,2,4,0,11,7,9,6.75,0,19,3,0,0,0,0,0,137,7,26,-1,http://garagefilms.net/wp-admin/js/bretmrae/garyspeed/69b9c32648895e93...,1
5998,20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,227,25,1639,-1,http://www.kindermagic.com/,0
6000,29,3,0,0,1,0,28,4,0,0,18,6.25,0,0,0,0,0,0,0,0,0,0,170,22,74,-1,http://www.servicentresystems.co.uk/,0
6001,19,2,0,1,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,164,4,273,-1,http://www.beta-theta.com/,0
6002,66,5,0,0,46,5,10,2,5,0,6,4.5,12,8,0,10,4,0,0,0,0,0,30,6,173,-1,http://abyzam.com/wp-includes/upgrade/theme-compat/err/ppnorge/index.h...,1
6004,46,3,0,0,11,1,23,4,1,0,13,5,9,9,0,12,0,1,0,0,0,0,230,10,445,-1,http://www.liverpoolecho.co.uk/all-about/liverpool-fc,0
6005,66,7,1,1,27,1,13,3,1,0,6,3.666666667,25,25,0,26,3,0,0,0,0,0,-1,-1,-1,-1,http://dc-med.com.tw/update.chase.verification/20e4047812da73009ad747c...,1
6006,66,4,0,0,48,4,12,2,4,0,9,5.5,12,10.75,0,6,3,1,0,0,0,0,-1,-1,-1,-1,http://polzamech.pl/libraries/pattemplate/patTemplate/OutputFilter/pa-...,1
6007,66,5,0,0,28,4,31,3,4,0,23,9.666666667,10,5.75,0,7,3,0,0,0,0,0,140,16,14,-1,http://www.tallahasseespeechcenter.com/wp-content/uploads/2015/13/payu...,1
6008,36,2,0,0,25,3,11,3,3,0,4,3,11,7,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://mrtt.com.br/wp-includes/auth/domain/,1
6009,66,6,0,3,1,0,56,4,0,0,24,13.25,0,0,0,9,3,0,0,0,0,0,-1,-1,-1,-1,http://status-check2332-1330.paypal.de-sicherheitszentrumlog.cf/979603...,1
6010,15,2,0,0,1,0,14,3,0,0,5,4,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,https://scout.wisc.edu/,0
6011,22,1,0,2,1,0,21,2,0,0,17,10,0,0,0,0,0,0,0,0,0,0,161,7,159,12,http://cv-united-kingdom.com/,0
6012,28,2,0,0,1,0,13,2,0,0,10,6,0,0,0,14,1,0,0,0,0,0,-1,-1,-1,-1,http://saidanails.gr/Zenithen1.html,1
6013,24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,168,12,6,94404,http://www.databasejournal.com/,0
6014,26,2,0,0,1,0,25,3,0,0,17,7.666666667,0,0,0,0,0,0,0,0,0,0,79,5,224,17201,http://www.mrsgibblescandies.com/,0
6015,38,3,0,0,14,3,24,4,3,0,13,5.25,4,3.333333333,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.clinicacalmon.com.br/dabs/aos/aos/,1
6016,28,2,0,0,1,0,27,3,0,0,19,8.333333333,0,0,0,0,0,0,0,0,0,0,96,24,15,77512,https://www.joesbarbequecompany.com/,0
6017,34,3,0,0,13,2,21,4,2,0,10,4.5,7,5,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.farmafocus.com.br/one/dropbox/,1
6018,23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,34,2,292,-1,http://www.newspapersinfo.com/,0
6020,34,3,0,0,6,1,17,3,1,0,9,5,4,4,0,11,1,0,0,0,0,0,204,62,1770,-1,http://www.mathpages.com/home/inumber.htm,0
6021,25,3,0,1,1,0,24,4,0,0,14,5.25,0,0,0,0,0,0,0,0,0,0,196,8,460,-1,http://www.anfield-online.co.uk/,0
6022,66,5,0,0,37,2,23,3,2,0,15,7,32,17,0,6,3,0,0,0,0,0,43,5,176,-1,http://www.styleagogotruck.com/pp/041994226cbce9b021bb85345bdea555/ind...,1
6023,13,2,0,0,1,0,12,3,0,0,4,3.333333333,0,0,0,0,0,0,0,0,0,0,213,27,1192,-1,https://www.rmcf.com/,0
6024,66,5,1,0,30,1,25,3,1,0,17,7.666666667,28,28,0,11,3,0,0,0,0,0,24,12,480,-1,http://www.citibuildersgroup.com/account-updating-information/e14c6b84...,1
6025,66,6,0,0,29,2,19,3,2,0,11,5.666666667,13,13,0,18,3,0,0,0,0,0,97,11,39,-1,http://www.dolcethotel.com/administrator/chase.summary/43b514f12a121be...,1
6026,18,1,0,0,1,0,17,2,0,0,13,8,0,0,0,0,0,0,0,0,0,0,199,5,271,-1,http://tophatcompany.com/,0
6028,66,8,0,0,47,2,15,2,2,0,12,7,40,22,0,4,3,0,0,0,0,0,-1,-2,-1,416012,http://rdjagtapgold.in/https.www.usaa.com.logln5415445151518484/usaa/i...,1
6029,20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,148,8,118,-1,http://www.citizenengg.com/,0
6031,18,2,0,0,6,1,12,3,1,0,4,3.333333333,4,4,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.nist.gov/dads/,0
6032,66,9,1,0,1,0,48,7,0,0,12,6,0,0,0,17,3,0,0,0,0,0,-1,-1,-1,-1,http://nab.secure.refund.verification.ssl.idx476152.com/internetupdate...,1
6033,66,7,1,0,44,6,14,3,6,0,6,4,14,6.166666667,0,8,3,0,0,0,0,0,130,2,299,475000,http://www.kf25zx.com/images/?us.battle.net/login/en/?ref=http://xcqdl...,1
6035,25,2,0,0,1,0,24,3,0,0,16,7.333333333,0,0,0,0,0,0,0,0,0,0,205,11,76,-1,http://www.houseofjewellery.com/,0
6036,24,2,0,1,5,1,12,2,1,0,8,5.5,3,3,0,7,1,0,0,0,0,0,9,3,270,-1,http://grex-pro.com/AOL/aol.htm,1
6037,33,3,0,0,20,2,13,4,2,0,3,2.5,9,8.5,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.jaw.or.at/salzburg/fileadmin/,1
6038,20,3,0,0,1,0,19,4,0,0,9,4,0,0,0,0,0,0,0,0,0,0,230,10,421,-1,http://www.northcote.co.uk/,0
6039,38,2,0,0,12,1,26,3,1,0,18,8,10,10,0,0,0,0,0,0,0,0,13,11,13,-1,http://www.cutequotesoftheday.com/googledocs/,1
6040,66,5,1,0,34,4,13,3,4,0,5,3.666666667,10,7.25,0,19,3,2,0,0,0,0,7,5,222,98083,http://www.oyuny.com/wp-content/themes/Boutique/cache/confirm-your-acc...,1
6041,16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,164,16,237,85260,http://www.theicrc.org/,0
6042,66,4,1,0,36,3,25,2,3,0,21,12,15,10.66666667,0,5,3,0,0,0,0,0,41,31,471,-1,http://tornillosyrefacciones.com/modules/mod_custom/emailupdate2016/ma...,1
6043,66,7,1,0,34,3,22,4,3,0,12,4.75,11,10,0,10,4,0,0,0,0,0,-1,-1,-1,-1,http://www.workdynamics.co.za/wp-admin/wellsfargoz/wellsfargoz/verify....,1
6044,18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,235,5,198,-1,http://www.grapetray.com/,0
6045,23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,150,18,1311,-1,http://www.neeraeyeclinic.com/,0
6046,21,1,0,0,1,0,20,2,0,0,16,9.5,0,0,0,0,0,0,0,0,0,0,192,12,1468,-1,http://encorechocolates.com/,0
6047,29,2,0,0,1,0,28,3,0,0,20,8.666666667,0,0,0,0,0,0,0,0,0,0,209,7,128,-1,http://www.recordandtapetraders.com/,0
6049,51,2,0,0,22,3,17,3,3,0,9,5,8,6,0,12,0,0,0,0,0,0,323,13,479,117474300,http://scitation.aip.org/content/aip/magazine/physicstoday,0
6050,27,2,0,0,1,0,26,3,0,0,17,8,0,0,0,0,0,0,0,0,0,0,174,18,179,277,http://www.probabilitytheory.info/,0
6051,22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,150,6,961,110065,http://www.admissionnews.com/,0
6052,63,4,0,0,35,3,21,3,3,0,13,6.333333333,21,10.33333333,0,7,0,1,0,0,0,0,109,11,398,18,http://www.premierleague.com/en-gb/clubs/profile.overview.html/man-utd,0
6053,24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,218,10,1229,-1,http://www.resumesbydesign.com/,0
6054,66,11,1,0,0,0,66,9,0,0,15,6.111111111,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://signin.ebay.de.ws.ebayisapi.dll.signin.usingssl.slbubpkikvixh8w...,1
6055,66,7,0,0,26,2,20,4,2,0,9,4.25,16,11.5,0,20,4,1,0,0,0,0,-1,-1,-1,-1,http://www.indusmack.com.br/Service/ID-2036584618311/Clients.Impot-Gou...,1
6056,17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,165,111,267,-1,http://www.lynchbbq.com/,0
6057,38,2,0,0,9,1,29,3,1,0,21,9,7,7,0,0,0,0,0,0,0,0,26,10,68,-1,http://www.prioritybookkeepingct.com/capital/,1
6058,33,2,0,0,5,1,15,2,1,0,11,7,3,3,0,13,1,0,0,0,0,0,19,5,221,-1,http://omurtakvimi.com/dan/REDIRECT1.htm,1
6059,30,2,0,0,6,1,16,3,1,0,9,4.666666667,4,4,0,8,0,0,0,0,0,0,187,77,245,94105,http://en.wikipedia.org/wiki/Olympics,0
6060,21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,132,12,391,19087,http://www.premiumsteap.com/,0
6061,66,6,1,0,22,2,13,3,2,0,5,3.666666667,13,9.5,0,10,1,0,21,1,12,0,14,-2,29,-1,http://www.ssavy.com/secure/bankofamerica/signon.php?section=signinpag...,1
6062,13,2,0,0,1,0,12,3,0,0,4,3.333333333,0,0,0,0,0,0,0,0,0,0,250,110,315,-1,http://www.ribs.com/,0
6063,65,7,0,0,36,3,23,3,3,0,9,7,20,10.66666667,0,6,3,0,0,0,0,0,166,98,395,77092,https://gator2013.hostgator.com/~sefinfo/zimbra.mobilefree.fr/mail/zim...,1
6064,30,2,0,1,1,0,29,3,0,0,16,9,0,0,0,0,0,0,0,0,0,0,192,11,46,94043,http://professional-edu.blogspot.com/,0
6066,66,5,0,0,39,4,23,3,4,0,15,7,14,8.5,0,4,3,0,0,0,0,0,57,3,321,-1,http://www.ourhansenfamily.com/wp-includes/images/wlw/sign_in_survey/f...,1
6067,16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,175,17,5316,32258,http://www.moshier.net/,0
6068,24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,200,64,531,-1,http://www.ambroseantiques.com/,0
6069,14,2,0,0,1,0,13,3,0,0,5,3.666666667,0,0,0,0,0,0,0,0,0,0,225,26,1219,68071618,http://www.mgnet.org/,0
6070,36,3,0,0,1,0,24,3,0,0,16,7.333333333,0,0,0,11,1,0,0,0,0,0,61,23,83,-1,http://www.dionisgmskincare.com/Default.asp,0
6074,19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,120,36,820,-1,http://www.vibranture.com/,0
6075,66,5,0,0,33,4,22,2,4,0,18,10.5,10,7,0,11,4,0,0,0,0,0,108,12,139,-1,http://salmonriverbrewery.com/blog/wp-content/upLoads/webmail/index.ph...,1
6077,17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,169,71,2176,400001,http://www.pagalguy.com/,0
6078,66,5,0,0,7,1,26,3,1,0,18,8,5,5,0,33,3,0,0,0,0,0,81,3,134,-1,http://old.cincinnaticleaning.net/obama/0b4d5ac05a1f6ded9a951bcbb6eac2...,1
6079,18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,223,41,604,-1,http://www.acherarms.com/,0
6080,24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,111,21,51,-1,http://www.teahousekuanyin.com/,0
6081,18,2,0,1,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,227,13,15,-1,http://www.the-baker.com/,0
6082,18,3,0,0,1,0,17,4,0,0,6,3.5,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.holden.com.au/,0
6084,66,6,1,0,9,1,21,3,1,0,13,6.333333333,7,7,0,9,1,0,27,2,12,1,3,9,57,-1,http://www.salintoshourt.com/wp-well/login.php?cmd=login_submit&amp;id...,1
6085,23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,220,8,265,-1,http://www.discountbeauty.com/,0
6087,23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,214,98,479,190001,http://www.greaterkashmir.com/,0
6088,66,5,0,0,18,3,26,3,3,0,19,8,8,4.666666667,0,22,3,0,0,0,0,0,-1,-1,-1,-1,http://fotografaemsaopaulo.com.br/wp-admin/js/gdoc/1f6ebd92a4ae58d4c71...,1
6089,66,6,0,0,31,2,15,3,2,0,7,4.333333333,18,14,0,10,1,0,10,1,5,0,13,11,21,-1,http://www.cosureb.com/wp-content/g8634d010eacf55520/index2.php?cmd=33...,1
6090,66,5,0,0,32,3,29,3,3,0,21,9,15,9.333333333,0,5,3,0,0,0,0,0,14,10,56,-1,http://www.delosandescooperativa.com/components/com_ecommercewd/css/da...,1
6091,66,5,0,0,1,0,10,2,0,0,6,4.5,0,0,0,55,4,7,0,0,0,0,15,9,110,-1,http://jackrx.com/usaa.com-inet-ent-logoff-Logoff-detour-start-detourI...,1
6092,16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,214,62,1509,100028,http://www.gmchina.com/,0
6093,60,6,1,0,26,5,24,3,5,0,10,7.333333333,8,4,0,10,4,0,0,0,0,0,37,35,470,-1,http://secure195.servconfig.com/~kontos5/nv/cp/b7720/dir/log.php...,1
6094,8,1,0,0,1,0,7,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,231,9,128,21,http://hmv.com/,0
6095,63,7,0,0,33,4,16,4,4,0,6,3.25,9,7,0,14,4,0,0,0,0,0,-1,-1,1405,-1,http://www.vispac.co.th/uploads/userfiles/images/kalzip/Online.html...,1
6097,17,1,0,0,1,0,16,2,0,0,12,7.5,0,0,0,0,0,0,0,0,0,0,216,24,1103,-1,http://thomascoffee.com/,0
6099,24,3,0,0,1,0,23,4,0,0,13,5,0,0,0,0,0,0,0,0,0,0,169,23,46,-1,http://www.skillstrainer.co.uk/,0
6100,44,7,0,0,7,1,19,4,1,0,9,4,5,5,0,18,4,0,0,0,0,0,-1,-1,-1,-1,http://www.karafarms.co.nz/eclou/contactform.php...,1
6101,66,5,0,0,32,4,27,3,4,0,20,8.333333333,10,6.75,0,7,3,0,0,0,0,0,-1,-1,-1,-1,http://hospitaldeolhosdejau.com.br/wp-content/plugins/Zone1/Zone1/logi...,1
6102,25,1,0,0,10,2,15,2,2,0,11,7,5,3.5,0,0,0,0,0,0,0,0,184,8,114,138050,http://trainingpia.com/flash/uk/,1
6104,66,5,0,0,43,3,17,3,3,0,9,5,33,13,0,0,0,0,6,1,0,0,52,8,118,-1,http://www.aridfoods.com/V4/MGen/F97a8a294cf7c5e90ac925a6fdb110db0/?di...,1
6105,16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,142,2,335,-1,http://www.teanobi.com/,0
6106,42,5,0,0,1,0,33,3,0,0,26,10.33333333,0,0,0,8,3,0,0,0,0,0,-1,-1,-1,-1,http://ceedecermontagemindustrial.com.br/draft...,1
6107,19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,101,19,333,-1,http://www.kspiercing.com/,0
6108,21,3,0,0,1,0,20,4,0,0,9,4.25,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.musicbaby.com.tw/,0
6109,50,6,0,1,16,2,22,3,2,0,15,6.666666667,9,6.5,0,12,4,0,0,0,0,0,-1,-1,-1,-1,http://www.richea-lakonias.gr/libraries/home/index.php...,1
6110,48,4,0,0,15,2,24,2,2,0,21,11.5,7,6,1,9,3,0,0,0,0,0,-1,-1,-1,-1,https://resolutionservicehelp.gq/webapps/5f344/websrc...,1
6112,31,1,0,0,23,2,8,2,2,0,5,3.5,10,10,0,0,0,0,0,0,0,0,18,6,-1,-1,http://camec.ru/wp-content/googledocs/,1
6113,66,5,0,1,36,4,25,3,4,0,17,7.666666667,10,7.75,0,5,3,0,0,0,0,0,158,10,461,122,http://www.chilton-broadcast.com/images/prepelita/michitamen/albaca/me...,1
6114,66,7,0,0,22,2,20,3,2,0,13,6,17,9.5,0,24,3,0,0,0,0,0,-1,-1,-1,-1,http://creativevault.com.au/sheets.google.com/PY/667d26eba22d350f51326...,1
6115,28,2,0,1,1,0,27,3,0,0,14,8.333333333,0,0,0,0,0,0,0,0,0,0,164,4,252,94563,http://free-compilers.sharnoff.org/,0
6116,20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,116,4,333,129,http://www.londonfoxes.com/,0
6117,66,6,0,0,24,1,24,3,1,0,17,7.333333333,22,22,0,18,4,0,0,0,0,0,-1,-1,-1,-1,http://pozytywnemyslenie.com.pl/acountinformationvalid/EnterYourPIN.ht...,1
6118,66,5,0,0,28,3,27,3,3,0,19,8.333333333,11,8,0,11,3,0,0,0,0,0,109,11,33,-1,http://www.heathervictoriaheld.com/wp-includes/SimplePie/Data/2153c968...,1
6119,34,3,0,0,12,2,12,3,2,0,5,3.333333333,7,4.5,0,10,1,0,0,0,0,0,-1,-1,-1,-1,http://www.meada.pl/ourtime/v3/member.htm,1
6120,15,2,0,0,1,0,14,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,199,5,138,-1,http://www.sinhal.com/,0
6121,18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,261,50,540,40531,http://www.volvocars.com/,0
6123,47,4,0,0,29,3,15,2,3,0,11,7,10,8.333333333,0,3,3,0,0,0,0,0,40,8,132,-1,http://everhealing.com/wp-content/themes/GOOGLEDOC/...,1
